year,tmID,W_team_post,L_team_post,franchID,confID,rank,playoff,firstRound,semis,finals,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,won_team,lost_team,GP,homeW,homeL,awayW,awayL,confW,confL,min,attend,arena,coachID,stint,won_coach,lost_coach,post_wins,post_losses,CBE_Sum,height,weight,award_player,award_coach,playersAge
6,HOU,0.0,0.0,HOU,WE,6,Y,N,N,N,Houston Comets,798,1933,458,615,123,358,311,724,1035,451,555,242,484,107,2177,834,2008,391,531,152,434,335,720,1055,539,655,258,471,129,2211,13,21,34,9,8,4,13,7,15,6850,137455,Toyota Center,chancva99w,0,13,21,0,0,0.4345272405284564,72.0,160.25,0,0,30.166666666666742
6,IND,0.0,0.0,IND,EA,6,Y,N,N,N,Indiana Fever,791,2011,450,580,166,481,396,705,1101,555,639,261,486,134,2198,804,1865,516,695,121,352,281,688,969,514,603,268,466,162,2245,15,19,34,10,7,5,12,8,12,6850,128989,Conseco Fieldhouse,wintebr01w,0,15,19,0,0,0.38109294246043246,71.9,170.6,1,0,26.90000000000009
6,LAS,1.0,2.0,LAS,WE,1,Y,L,N,N,Los Angeles Sparks,904,2069,530,722,157,414,312,809,1121,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,1066,532,704,288,523,114,2361,25,9,34,15,2,10,7,16,6,6975,177269,Staples Center,bibbyhe01w,1,0,0,0,0,0.470135243183573,73.0,168.8181818181818,4,0,28.09090909090901
6,MIN,0.0,2.0,MIN,WE,3,N,L,N,N,Minnesota Lynx,767,1900,454,640,177,542,332,724,1056,526,660,257,613,139,2165,804,1972,490,669,92,330,323,713,1036,508,676,333,502,133,2190,18,16,34,11,6,7,10,12,10,6850,125097,Target Center,mcconsu01w,0,18,16,0,2,0.370284320211936,72.07692307692308,168.76923076923077,0,0,26.076923076923094
6,NYL,2.0,3.0,NYL,EA,2,Y,W,L,N,New York Liberty,819,1932,398,531,216,617,263,741,1004,539,587,209,506,124,2252,867,2096,431,579,132,416,371,730,1101,517,589,288,430,123,2297,18,16,34,11,6,7,10,10,10,6900,168062,Madison Square Garden (IV),coylepa99w,0,11,7,2,3,0.33172617465365967,72.07692307692308,168.30769230769232,0,0,27.461538461538566
6,PHO,0.0,0.0,PHO,WE,5,N,N,N,N,Phoenix Mercury,826,1922,456,598,192,519,264,652,916,501,748,282,464,137,2300,784,1845,534,724,133,348,309,711,1020,456,660,226,536,137,2235,17,17,34,10,7,7,10,11,11,6825,136295,US Airways Center,grafca99wc,0,17,17,0,0,0.33244745969001843,72.25,168.16666666666666,1,0,26.333333333333258
6,SAC,3.0,3.0,SAC,WE,4,Y,W,L,N,Sacramento Monarchs,874,2072,435,604,129,365,389,635,1024,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,986,513,646,241,593,117,2241,18,16,34,10,7,8,9,12,10,6900,147544,ARCO Arena (II),whisejo99w,0,18,16,3,3,0.41933677163454136,72.6,165.2,0,1,27.5
6,SAS,0.0,0.0,SAS,WE,7,N,N,N,N,San Antonio Silver Stars,812,1940,488,628,79,247,302,701,1003,493,628,272,513,106,2191,888,2003,416,564,172,469,324,710,1034,575,624,280,492,129,2364,9,25,34,6,11,3,14,6,16,6875,142717,AT&T Center,hugheda99w,0,17,17,1,2,0.36802694893360516,71.54545454545455,161.63636363636363,1,0,28.818181818181756
6,SEA,6.0,2.0,SEA,WE,2,Y,W,W,W,Seattle Storm,873,2025,524,676,167,439,350,709,1059,552,665,302,499,131,2437,851,1989,423,592,139,391,303,679,982,507,678,252,527,137,2264,20,14,34,13,4,7,10,13,9,6825,134291,KeyArena at Seattle Center,donovan99w,0,20,14,6,2,0.36481844324444107,72.625,167.125,3,0,27.125
6,WAS,1.0,2.0,WAS,EA,4,N,L,N,N,Washington Mystics,873,2088,474,661,105,283,337,726,1063,467,652,255,424,128,2325,864,2013,510,686,146,425,336,770,1106,534,627,237,492,111,2384,17,17,34,11,6,6,11,9,11,6850,214448,Verizon Center,adubari99w,0,7,9,0,0,0.3945322191423806,70.83333333333333,157.0,0,0,27.833333333333258
7,CHA,0.0,0.0,CHA,EA,6,N,N,N,N,Charlotte Sting,772,1913,447,624,104,301,316,609,925,493,727,284,535,113,2095,851,1888,509,713,124,339,355,700,1055,496,654,269,534,146,2335,6,28,34,5,12,1,16,4,16,6945,98054,Charlotte Coliseum,boguemu01w,0,3,7,0,0,0.31392493697689133,72.91666666666667,172.16666666666666,0,0,27.0
7,CON,5.0,3.0,CON,EA,1,Y,W,W,W,Connecticut Sun,916,2025,512,688,130,373,322,788,1110,573,624,236,452,130,2474,835,2100,452,599,122,400,350,728,1078,495,675,258,442,79,2244,26,8,34,14,3,12,5,13,7,6800,121944,Mohegan Sun Arena,thibami99w,0,26,8,5,3,0.34594853264321346,71.72727272727273,172.45454545454547,0,1,26.818181818181756
7,DET,0.0,2.0,DET,EA,4,Y,L,N,N,Detroit Shock,831,2060,509,774,76,238,412,803,1215,474,761,241,571,155,2247,784,1945,565,754,154,456,273,745,1018,473,744,272,520,136,2287,16,18,34,12,5,4,13,11,9,6925,159356,The Palace of Auburn Hills,laimbbi01w,0,16,18,0,2,0.5015384552992119,72.54545454545455,169.1818181818182,0,0,27.818181818181756
7,HOU,2.0,3.0,HOU,WE,3,Y,W,L,N,Houston Comets,860,1920,527,690,62,205,276,684,960,467,581,246,425,105,2309,848,1944,419,559,148,423,274,687,961,541,685,197,481,111,2263,19,15,34,11,6,8,9,11,11,6875,120676,Toyota Center,chancva99w,0,19,15,2,3,0.5236409708194775,72.15384615384616,163.53846153846155,2,0,31.307692307692378
7,IND,2.0,2.0,IND,EA,2,Y,W,L,N,Indiana Fever,784,1958,452,595,150,468,341,671,1012,493,668,336,477,95,2170,775,1798,460,642,123,367,279,711,990,435,644,234,558,113,2133,21,13,34,14,3,7,10,14,6,6925,142494,Conseco Fieldhouse,wintebr01w,0,21,13,2,2,0.3787097609145872,71.8,170.6,1,0,27.5
7,LAS,0.0,2.0,LAS,WE,4,Y,L,N,N,Los Angeles Sparks,873,2042,456,630,124,387,321,683,1004,551,737,264,492,136,2326,818,1955,527,709,182,519,332,709,1041,567,654,247,544,115,2345,17,17,34,11,6,6,11,12,10,6800,150521,Staples Center,bryanjo01w,0,4,2,0,2,0.35886786062237586,72.36363636363636,167.8181818181818,1,0,26.818181818181756
7,MIN,0.0,0.0,MIN,WE,6,N,N,N,N,Minnesota Lynx,801,1946,437,601,172,492,310,715,1025,531,624,258,536,127,2211,862,2019,435,592,129,376,344,711,1055,537,665,275,487,144,2288,14,20,34,11,6,3,14,9,13,6850,113447,Target Center,jenkica99w,2,0,0,0,0,0.37310863862043214,72.0,170.0909090909091,0,0,25.454545454545496
7,NYL,0.0,2.0,NYL,EA,3,N,L,N,N,New York Liberty,828,1860,452,552,208,605,242,732,974,498,613,214,462,112,2316,859,2012,442,608,125,398,345,685,1030,473,590,275,411,86,2285,18,16,34,10,7,8,9,9,11,6925,172381,Madison Square Garden (IV),coylepa99w,0,18,16,0,2,0.30734456526123305,72.3076923076923,162.53846153846155,0,0,26.384615384615472
7,PHO,0.0,0.0,PHO,WE,5,N,N,N,N,Phoenix Mercury,826,1994,531,693,178,539,342,720,1062,549,697,243,517,179,2361,855,1993,523,720,121,332,319,705,1024,470,672,265,483,112,2354,16,18,34,11,6,5,12,12,10,6800,124146,US Airways Center,westhpa99w,0,0,0,0,0,0.3192947692400641,71.5,157.71428571428572,0,0,26.5
7,SAC,7.0,1.0,SAC,WE,1,Y,W,W,W,Sacramento Monarchs,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,25,9,34,15,2,10,7,17,5,6800,145213,ARCO Arena (II),whisejo99w,0,25,9,7,1,0.4268675604028719,72.9,166.6,3,0,27.700000000000045
7,SAS,0.0,0.0,SAS,WE,7,N,N,N,N,San Antonio Silver Stars,764,1833,503,652,110,339,256,690,946,433,650,195,535,90,2141,898,2059,463,611,142,408,351,704,1055,563,685,283,429,148,2401,7,27,34,5,12,2,15,3,19,6800,135054,AT&T Center,hugheda99w,0,7,27,0,0,0.3902450324736091,72.25,163.875,0,0,28.0
7,SEA,1.0,2.0,SEA,WE,2,Y,L,N,N,Seattle Storm,906,2066,544,688,142,429,323,776,1099,520,657,201,516,158,2498,892,2163,490,646,133,419,334,686,1020,568,691,267,438,154,2407,20,14,34,14,3,6,11,13,9,6825,151150,KeyArena at Seattle Center,donovan99w,0,20,14,1,2,0.3583443957023969,73.18181818181819,175.9090909090909,0,0,27.36363636363626
7,WAS,0.0,0.0,WAS,EA,5,Y,N,N,N,Washington Mystics,847,1968,388,546,181,510,266,677,943,517,697,260,435,76,2263,833,1872,489,648,150,433,267,757,1024,545,638,205,504,108,2305,16,18,34,10,7,6,11,9,11,6900,171501,Verizon Center,adubari99w,0,16,18,0,0,0.3918009997787156,71.83333333333333,169.66666666666666,0,0,28.25
8,CHI,0.0,0.0,CHI,EA,7,N,N,N,N,Chicago Sky,858,2175,449,643,157,536,357,680,1037,509,674,277,527,125,2322,971,2147,545,736,200,536,379,860,1239,623,584,262,535,120,2687,5,29,34,3,14,2,15,4,16,6800,57635,UIC Pavilion,overtbo99w,0,0,0,0,0,0.31195932888913064,71.5,168.0,0,0,26.14285714285711
8,CON,3.0,2.0,CON,EA,1,Y,W,L,N,Connecticut Sun,982,2216,545,675,174,510,342,926,1268,630,530,252,514,153,2683,948,2357,358,500,163,508,370,783,1153,528,646,273,486,103,2417,26,8,34,14,3,12,5,15,5,6825,126096,Mohegan Sun Arena,thibami99w,0,26,8,3,2,0.3876437810852954,71.3,167.6,1,0,27.0
8,DET,7.0,3.0,DET,EA,2,Y,W,W,W,Detroit Shock,919,2220,553,746,136,414,406,880,1286,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,1084,474,733,275,506,108,2384,23,11,34,14,3,9,8,14,6,6825,159453,The Palace of Auburn Hills,laimbbi01w,0,23,11,7,3,0.44865478005840914,72.23076923076923,170.15384615384616,6,0,28.84615384615381
8,HOU,0.0,2.0,HOU,WE,3,N,L,N,N,Houston Comets,928,2098,482,678,169,472,303,822,1125,532,617,252,566,84,2507,928,2232,445,615,148,496,337,787,1124,526,705,298,519,89,2449,18,16,34,12,5,6,11,11,9,6925,130586,Toyota Center,thompka99w,0,11,3,1,2,0.4264918235295311,71.4,160.86666666666667,2,0,28.86666666666656
8,IND,0.0,2.0,IND,EA,3,Y,L,N,N,Indiana Fever,873,2144,518,676,171,551,339,755,1094,501,606,354,528,93,2435,883,2043,413,559,137,444,288,773,1061,507,685,259,617,105,2316,21,13,34,12,5,9,8,12,8,6850,122768,Conseco Fieldhouse,wintebr01w,0,21,13,0,2,0.5150948424164278,73.08333333333333,177.0,2,0,28.083333333333258
8,LAS,2.0,3.0,LAS,WE,1,N,W,L,N,Los Angeles Sparks,962,2195,540,726,111,377,350,852,1202,610,679,296,534,129,2575,873,2184,534,721,196,570,336,746,1082,565,636,284,556,128,2476,25,9,34,15,2,10,7,15,5,6825,141282,Staples Center,coopemi01w,0,14,6,0,0,0.439285001583781,72.84615384615384,166.3846153846154,1,0,27.692307692307622
8,MIN,0.0,0.0,MIN,WE,7,N,N,N,N,Minnesota Lynx,945,2211,485,681,148,419,340,804,1144,491,654,193,530,113,2523,1004,2314,548,719,179,542,372,832,1204,625,633,308,438,124,2735,10,24,34,8,9,2,15,6,14,6825,109522,Target Center,zierddo99w,0,0,0,0,0,0.3411409425552632,71.41666666666667,162.5,1,0,25.083333333333258
8,NYL,0.0,0.0,NYL,EA,5,Y,N,N,N,New York Liberty,822,2069,512,650,216,645,285,736,1021,475,674,252,576,112,2372,966,2153,553,722,171,461,341,832,1173,508,668,270,485,134,2656,11,23,34,7,10,4,13,7,13,6875,155048,Madison Square Garden (IV),coylepa99w,0,11,23,0,0,0.28501603610160087,72.35714285714286,173.21428571428572,0,0,25.64285714285711
8,PHO,0.0,0.0,PHO,WE,5,Y,N,N,N,Phoenix Mercury,1079,2434,537,684,265,722,334,811,1145,640,741,275,442,127,2960,1023,2360,630,852,203,618,408,875,1283,578,669,231,537,126,2879,18,16,34,10,7,8,9,8,12,6900,126801,US Airways Center,westhpa99w,0,18,16,0,0,0.5224971327296309,72.63636363636364,168.1818181818182,1,0,27.90909090909099
8,SAC,6.0,3.0,SAC,WE,2,Y,W,W,L,Sacramento Monarchs,919,2190,542,741,157,461,418,720,1138,509,670,330,542,88,2537,872,2021,504,661,156,507,294,725,1019,507,687,244,633,143,2404,21,13,34,14,3,7,10,10,10,6875,147739,ARCO Arena (II),bouceje01w,0,0,0,0,0,0.5035556664973745,72.81818181818181,165.1818181818182,4,0,28.36363636363626
8,SAS,0.0,0.0,SAS,WE,6,Y,N,N,N,San Antonio Silver Stars,915,2255,504,672,189,556,354,814,1168,540,610,246,488,83,2523,974,2262,490,640,165,459,372,865,1237,560,641,254,480,129,2603,13,21,34,6,11,7,10,10,10,6800,125749,AT&T Center,hugheda99w,0,13,21,0,0,0.4721111131889396,72.0,169.3,0,1,28.299999999999955
8,SEA,1.0,2.0,SEA,WE,4,Y,L,N,N,Seattle Storm,961,2124,562,712,160,475,327,821,1148,514,682,232,570,127,2644,940,2218,531,707,164,484,322,709,1031,520,683,297,485,115,2575,18,16,34,9,8,9,8,10,10,6800,145664,KeyArena at Seattle Center,donovan99w,0,18,16,1,2,0.409399001028458,72.66666666666667,172.33333333333334,1,0,27.833333333333258
8,WAS,0.0,2.0,WAS,EA,4,N,L,N,N,Washington Mystics,1016,2199,528,715,187,522,330,770,1100,576,784,306,541,113,2747,909,2102,635,851,204,553,321,720,1041,583,687,252,573,89,2657,18,16,34,13,4,5,12,12,8,6850,133255,Verizon Center,adubari99w,1,18,16,0,2,0.44743864970946284,72.6,173.26666666666668,0,0,28.26666666666665
9,CHI,0.0,0.0,CHI,EA,6,N,N,N,N,Chicago Sky,925,2277,489,723,186,544,383,782,1165,597,634,262,510,112,2525,963,2243,501,642,184,481,379,846,1225,584,683,242,566,138,2611,14,20,34,6,11,8,9,6,14,6972,66557,UIC Pavilion,keyst99wc,0,0,0,0,0,0.36278485558879303,72.38461538461539,170.69230769230768,1,0,26.769230769230717
9,CON,1.0,2.0,CON,EA,3,Y,L,N,N,Connecticut Sun,1001,2327,478,615,195,572,354,868,1222,619,641,272,540,156,2675,976,2317,475,626,166,485,337,842,1179,581,633,246,524,85,2593,18,16,34,8,9,10,7,10,10,6925,135490,Mohegan Sun Arena,thibami99w,0,18,16,1,2,0.27887017677878223,71.0909090909091,167.0,0,1,26.181818181818244
9,DET,6.0,5.0,DET,EA,1,Y,W,W,L,Detroit Shock,972,2261,595,785,158,442,380,931,1311,563,702,227,564,117,2697,895,2262,547,718,203,610,309,780,1089,546,767,276,529,117,2540,24,10,34,12,5,12,5,14,6,6850,165738,The Palace of Auburn Hills,laimbbi01w,0,24,10,6,5,0.4277143236670236,72.70588235294117,171.47058823529412,4,0,30.647058823529505
9,HOU,0.0,0.0,HOU,WE,5,N,N,N,N,Houston Comets,915,2149,554,721,126,365,374,770,1144,558,655,289,633,109,2510,924,2190,578,719,202,581,342,721,1063,588,677,310,568,160,2628,13,21,34,7,10,6,11,10,12,6800,138816,Toyota Center,thompka99w,0,13,21,0,0,0.37205464042291325,71.3076923076923,169.23076923076923,0,0,28.307692307692378
9,IND,3.0,3.0,IND,EA,2,Y,W,L,N,Indiana Fever,907,2167,478,617,188,546,341,812,1153,511,646,308,589,136,2480,881,2192,450,608,158,483,369,795,1164,475,663,280,610,114,2370,21,13,34,12,5,9,8,12,8,6875,133915,Conseco Fieldhouse,dunnli99wc,0,17,15,0,2,0.48012369256644544,72.07692307692308,173.69230769230768,0,0,27.384615384615472
9,LAS,0.0,0.0,LAS,WE,7,Y,N,N,N,Los Angeles Sparks,940,2305,493,627,160,456,356,783,1139,554,732,245,571,107,2533,954,2212,609,800,191,537,343,836,1179,616,605,290,550,137,2708,10,24,34,5,12,5,12,6,16,6900,147810,Staples Center,coopemi01w,0,10,24,0,0,0.3797916189806261,71.53846153846153,162.46153846153845,0,0,28.461538461538566
9,MIN,0.0,0.0,MIN,WE,6,N,N,N,N,Minnesota Lynx,971,2355,531,674,163,496,397,785,1182,596,713,238,561,95,2636,988,2195,614,785,162,461,318,800,1118,565,645,279,529,147,2752,10,24,34,7,10,3,14,8,14,6875,121019,Target Center,zierddo99w,0,10,24,0,0,0.3970732220933266,71.8,170.26666666666668,0,0,25.666666666666742
9,NYL,1.0,2.0,NYL,EA,4,Y,L,N,N,New York Liberty,870,2087,430,580,243,653,287,788,1075,500,618,289,612,109,2413,920,2223,471,619,190,589,378,837,1215,509,608,321,562,115,2501,16,18,34,10,7,6,11,10,10,6850,147866,Madison Square Garden (IV),coylepa99w,0,16,18,1,2,0.35875364622976635,71.84615384615384,173.07692307692307,1,0,25.461538461538566
9,PHO,7.0,2.0,PHO,WE,1,N,W,W,W,Phoenix Mercury,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,23,11,34,12,5,11,6,17,5,6850,131524,US Airways Center,gaineco01w,0,0,0,0,0,0.3579658698791262,72.61538461538461,170.30769230769232,3,0,27.692307692307622
9,SAC,1.0,2.0,SAC,WE,3,Y,L,N,N,Sacramento Monarchs,901,2214,572,745,153,429,452,723,1175,537,642,325,611,101,2527,891,2081,512,664,186,547,308,718,1026,542,689,274,649,141,2480,19,15,34,12,5,7,10,12,10,6950,142575,ARCO Arena (II),bouceje01w,0,19,15,1,2,0.3303008961640043,72.53846153846153,165.46153846153845,0,0,27.0
9,SAS,2.0,3.0,SAS,WE,2,Y,W,L,N,San Antonio Silver Stars,923,2176,464,577,207,566,323,764,1087,567,653,283,558,130,2517,904,2139,529,688,147,454,361,776,1137,516,619,257,583,137,2484,20,14,34,9,8,11,6,13,9,6875,128680,AT&T Center,hugheda99w,0,20,14,2,3,0.3852062563068046,71.0,163.11111111111111,0,0,28.555555555555657
9,SEA,0.0,2.0,SEA,WE,4,Y,L,N,N,Seattle Storm,964,2210,582,715,224,639,344,820,1164,533,620,242,533,151,2734,987,2321,478,586,195,528,333,761,1094,591,642,272,495,112,2647,17,17,34,12,5,5,12,11,11,6825,135553,KeyArena at Seattle Center,aglerbr99w,0,6,13,0,0,0.41349009663582553,72.54545454545455,165.36363636363637,0,0,28.545454545454504
9,WAS,0.0,0.0,WAS,EA,5,N,N,N,N,Washington Mystics,877,2170,668,839,163,528,335,783,1118,472,763,282,571,133,2585,924,2216,616,801,175,520,383,825,1208,549,762,256,579,103,2639,16,18,34,8,9,8,9,8,12,6900,133255,Verizon Center,kenlaje99w,2,0,0,0,0,0.42547627702110175,71.625,167.375,0,0,27.25
10,ATL,0.0,0.0,ATL,EA,7,Y,N,N,N,Atlanta Dream,895,2258,542,725,202,598,340,737,1077,492,796,285,593,142,2534,1014,2254,679,918,172,502,401,864,1265,684,726,310,561,134,2879,4,30,34,1,16,3,14,2,18,6825,141379,Philips Arena,meadoma99w,0,4,30,0,0,0.45389257593622356,72.18181818181819,158.0,0,1,27.545454545454504
10,CHI,0.0,0.0,CHI,EA,5,N,N,N,N,Chicago Sky,899,2100,564,812,110,341,357,770,1127,548,639,269,525,149,2472,917,2203,506,655,170,508,366,794,1160,531,681,255,522,124,2510,12,22,34,8,9,4,13,10,10,6875,62146,UIC Pavilion,keyst99wc,0,12,22,0,0,0.4576328437633401,71.36363636363636,160.72727272727272,0,0,27.181818181818244
10,CON,1.0,2.0,CON,EA,2,N,L,N,N,Connecticut Sun,965,2286,539,723,221,669,370,869,1239,607,629,211,487,97,2690,955,2284,472,638,159,496,360,840,1200,554,703,252,499,104,2541,21,13,34,13,4,8,9,13,7,6850,129951,Mohegan Sun Arena,thibami99w,0,21,13,1,2,0.3768039193187183,71.9090909090909,167.36363636363637,0,0,27.272727272727252
10,DET,7.0,2.0,DET,EA,1,Y,W,W,W,Detroit Shock,974,2295,556,744,168,476,405,843,1248,604,724,278,496,118,2672,872,2151,563,740,215,616,324,761,1085,520,762,229,572,119,2522,22,12,34,14,3,8,9,16,4,6875,162669,The Palace of Auburn Hills,laimbbi01w,1,22,12,7,2,0.5080602787694533,72.46666666666667,172.13333333333333,6,0,30.13333333333344
10,IND,1.0,2.0,IND,EA,4,Y,L,N,N,Indiana Fever,876,2179,495,656,226,662,349,778,1127,500,727,324,585,165,2473,891,2127,540,706,135,415,338,833,1171,477,659,294,608,130,2457,17,17,34,11,6,6,11,12,8,6950,130941,Conseco Fieldhouse,dunnli99wc,0,17,17,1,2,0.45329118794033063,72.23076923076923,175.92307692307693,1,0,28.384615384615472
10,LAS,3.0,3.0,LAS,WE,3,Y,W,L,N,Los Angeles Sparks,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,20,14,34,12,5,8,9,12,8,7000,161639,Staples Center,coopemi01w,0,20,14,3,3,0.5996182239888416,72.45454545454545,173.63636363636363,3,0,29.545454545454504
10,MIN,0.0,0.0,MIN,WE,7,N,N,N,N,Minnesota Lynx,991,2303,652,864,133,413,353,792,1145,557,751,309,472,131,2767,974,2220,612,809,161,486,350,862,1212,587,748,248,579,140,2721,16,18,34,9,8,7,10,8,12,6900,118463,Target Center,gilloje01w,0,0,0,0,0,0.43770265030282407,72.76923076923077,174.30769230769232,1,0,25.692307692307622
10,NYL,3.0,3.0,NYL,EA,3,N,W,L,N,New York Liberty,912,2168,490,653,259,706,327,778,1105,551,655,290,547,117,2573,924,2163,516,674,174,485,352,823,1175,496,625,285,559,109,2538,19,15,34,11,6,8,9,11,9,6900,153772,Madison Square Garden (IV),coylepa99w,1,19,15,3,3,0.46997140398462134,72.72727272727273,179.1818181818182,0,0,26.0
10,PHO,0.0,0.0,PHO,WE,6,Y,N,N,N,Phoenix Mercury,1069,2485,642,773,230,701,375,851,1226,560,794,232,489,156,3010,1036,2460,694,932,243,695,440,858,1298,650,717,234,500,129,3009,16,18,34,10,7,6,11,8,12,6825,144867,US Airways Center,gaineco01w,0,16,18,0,0,0.5073381652915017,71.72727272727273,162.1818181818182,0,0,27.09090909090901
10,SAC,1.0,2.0,SAC,WE,4,N,L,N,N,Sacramento Monarchs,883,2159,611,816,168,438,388,721,1109,473,690,319,586,77,2545,958,2128,469,622,186,542,308,767,1075,581,759,267,624,206,2571,18,16,34,13,4,5,12,9,11,6800,139066,ARCO Arena (II),bouceje01w,1,18,16,1,2,0.42865599543035604,72.61538461538461,172.15384615384616,0,0,27.769230769230717
10,SAS,4.0,5.0,SAS,WE,1,Y,W,W,L,San Antonio Silver Stars,901,2080,561,694,183,539,246,847,1093,601,602,272,525,150,2546,904,2271,471,634,139,483,389,817,1206,500,666,278,528,109,2418,24,10,34,15,2,9,8,10,10,6850,135722,AT&T Center,hugheda99w,0,24,10,4,5,0.4589000490049876,70.71428571428571,167.71428571428572,0,0,30.42857142857133
10,SEA,1.0,2.0,SEA,WE,2,Y,L,N,N,Seattle Storm,899,2112,552,728,143,453,340,822,1162,530,684,269,526,140,2493,861,2164,512,680,172,539,332,760,1092,498,674,263,515,115,2406,22,12,34,16,1,6,11,13,7,6800,140503,KeyArena at Seattle Center,aglerbr99w,0,22,12,1,2,0.42146403046583675,71.72727272727273,172.54545454545453,0,0,28.0
10,WAS,0.0,0.0,WAS,EA,6,Y,N,N,N,Washington Mystics,885,2131,435,659,163,460,362,770,1132,483,757,241,637,93,2368,929,2096,563,760,180,528,306,787,1093,542,708,314,530,146,2601,10,24,34,6,11,4,13,6,14,6825,154637,Verizon Center,plankju99w,0,0,0,0,0,0.5054309256590507,72.16666666666667,172.91666666666666,0,0,27.0
